Prices,Reviews,urls,Brand,Processor_Type,RAM_Size,Storage_Capacity,Storage_Type,Screen_Size_Inches,Operating_System,Processor_Generation
55900,4.1,https://www.flipkart.com/dell-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-2-graphics-new-inspiron-15-metal-laptop-thin-light/p/itm23d84e15561c4?pid=COMGJ75HNYRYEEJG&lid=LSTCOMGJ75HNYRYEEJGZP8Y34&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_22_515&otracker=search&otracker1=search&fm=Search&iid=24a52f27-f0e2-4332-95ad-c453e3383937.COMGJ75HNYRYEEJG.SEARCH&ppt=sp&ppn=sp&ssid=hcpbbp654g0000001744324346576&qH=312f91285e048e09,DELL,Intel Core i5,16 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,12th Gen
59990,4.4,https://www.flipkart.com/hp-pavilion-amd-ryzen-5-hexa-core-r5-5600h-8-gb-512-gb-ssd-windows-10-4-graphics-nvidia-geforce-gtx-1650-144-hz-15-ec2004ax-gaming-laptop/p/itm65f38d574f453?pid=COMG5GZXPWMGTNWS&lid=LSTCOMG5GZXPWMGTNWSNGZI4M&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_22_516&otracker=search&otracker1=search&fm=Search&iid=24a52f27-f0e2-4332-95ad-c453e3383937.COMG5GZXPWMGTNWS.SEARCH&ppt=sp&ppn=sp&ssid=hcpbbp654g0000001744324346576&qH=312f91285e048e09,HP,AMD Ryzen 5,8 GB DDR4 RAM,512 GB,SSD,15.6,Windows 10,Not Available
64094,4.4,https://www.flipkart.com/hp-intel-core-i5-13th-gen-1334u-16-gb-512-gb-ssd-windows-11-home-15-fd0221tu-thin-light-laptop/p/itm35a5d83544c54?pid=COMGXNZGBJUZ6B6Z&lid=LSTCOMGXNZGBJUZ6B6ZSFEGYX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_22_517&otracker=search&otracker1=search&fm=Search&iid=24a52f27-f0e2-4332-95ad-c453e3383937.COMGXNZGBJUZ6B6Z.SEARCH&ppt=sp&ppn=sp&ssid=hcpbbp654g0000001744324346576&qH=312f91285e048e09,HP,Intel Core i5,16 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,13th Gen
71990,4.6,https://www.flipkart.com/msi-thin-15-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-b12uc-2241in-gaming-laptop/p/itme515531d727b0?pid=COMH6XHHKZQE9SJP&lid=LSTCOMH6XHHKZQE9SJPV4IZBZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_22_518&otracker=search&otracker1=search&fm=Search&iid=24a52f27-f0e2-4332-95ad-c453e3383937.COMH6XHHKZQE9SJP.SEARCH&ppt=sp&ppn=sp&ssid=hcpbbp654g0000001744324346576&qH=312f91285e048e09,MSI,Intel Core i5,16 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,12th Gen
67999,4.2,https://www.flipkart.com/hp-pavilion-amd-ryzen-5-hexa-core-5500u-16-gb-1-tb-ssd-windows-11-home-15-eh1047au-thin-light-laptop/p/itmde20cd0a415cb?pid=COMGWSZEHA8Z3ZGS&lid=LSTCOMGWSZEHA8Z3ZGSHN0OEX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_22_519&otracker=search&otracker1=search&fm=Search&iid=24a52f27-f0e2-4332-95ad-c453e3383937.COMGWSZEHA8Z3ZGS.SEARCH&ppt=sp&ppn=sp&ssid=hcpbbp654g0000001744324346576&qH=312f91285e048e09,HP,AMD Ryzen 5,16 GB DDR4 RAM,1 TB,SSD,15.6,Windows 11,Not Available
56999,4.3,https://www.flipkart.com/msi-modern-14-h-intel-core-i9-13th-gen-13900h-16-gb-1-tb-ssd-windows-11-home-d13mg-071in-thin-light-laptop/p/itma3487f87490c9?pid=COMGXMY5GGGZYGGB&lid=LSTCOMGXMY5GGGZYGGBTEMLGI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_22_520&otracker=search&otracker1=search&fm=Search&iid=24a52f27-f0e2-4332-95ad-c453e3383937.COMGXMY5GGGZYGGB.SEARCH&ppt=sp&ppn=sp&ssid=hcpbbp654g0000001744324346576&qH=312f91285e048e09,MSI,Intel Core i9,16 GB DDR4 RAM,1 TB,SSD,14.0,Windows 11,13th Gen
39990,4.3,https://www.flipkart.com/apple-2020-macbook-air-m1-8-gb-256-gb-ssd-mac-os-big-sur-mgnd3hn-a/p/itmec35accf62a2f?pid=COMFXEKM3S5BFS2G&lid=LSTCOMFXEKM3S5BFS2G8WU56Q&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_22_521&otracker=search&otracker1=search&fm=Search&iid=24a52f27-f0e2-4332-95ad-c453e3383937.COMFXEKM3S5BFS2G.SEARCH&ppt=sp&ppn=sp&ssid=hcpbbp654g0000001744324346576&qH=312f91285e048e09,Apple,Not Available,8 GB DDR4 RAM,256 GB,SSD,13.3,Not Available,Not Available
53990,4.5,https://www.flipkart.com/dell-inspiron-amd-ryzen-5-hexa-core-5625u-8-gb-512-gb-ssd-windows-11-home-new-15-laptop-thin-light/p/itmbb62f4fcc7145?pid=COMGJ75HFTTHH4VE&lid=LSTCOMGJ75HFTTHH4VENUOUMO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_22_522&otracker=search&otracker1=search&fm=Search&iid=24a52f27-f0e2-4332-95ad-c453e3383937.COMGJ75HFTTHH4VE.SEARCH&ppt=sp&ppn=sp&ssid=hcpbbp654g0000001744324346576&qH=312f91285e048e09,DELL,AMD Ryzen 5,8 GB DDR4 RAM,512GB,SSD,15.6,Windows 11,Not Available
61990,4.1,https://www.flipkart.com/msi-modern-14-amd-ryzen-5-hexa-core-7530u-16-gb-512-gb-ssd-windows-11-home-c7m-062in-thin-light-laptop/p/itm8820edd8b6c55?pid=COMGMV6VNCJ7TTYV&lid=LSTCOMGMV6VNCJ7TTYVJYI44H&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_22_523&otracker=search&otracker1=search&fm=Search&iid=24a52f27-f0e2-4332-95ad-c453e3383937.COMGMV6VNCJ7TTYV.SEARCH&ppt=sp&ppn=sp&ssid=hcpbbp654g0000001744324346576&qH=312f91285e048e09,MSI,AMD Ryzen 5,16 GB DDR4 RAM,512 GB,SSD,14.0,Windows 11,Not Available
28990,4.3,https://www.flipkart.com/infinix-gt-book-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-80-w-gl613-gaming-laptop/p/itmc9e44d5a9f6c4?pid=COMHYS44DKVFUFVS&lid=LSTCOMHYS44DKVFUFVS2KZG86&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_22_524&otracker=search&otracker1=search&fm=Search&iid=24a52f27-f0e2-4332-95ad-c453e3383937.COMHYS44DKVFUFVS.SEARCH&ppt=sp&ppn=sp&ssid=hcpbbp654g0000001744324346576&qH=312f91285e048e09,Infinix,Intel Core i5,16 GB LPDDR5 RAM,512 GB,SSD,16.0,Windows 11,12th Gen
66990,4.1,https://www.flipkart.com/asus-vivobook-16x-creator-intel-core-i5-12th-gen-12500h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-k3605zf-rp258ws-gaming-laptop/p/itmd896b82bffaef?pid=COMH2XBQ9QNGRUQ5&lid=LSTCOMH2XBQ9QNGRUQ5PVCLE7&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_22_525&otracker=search&otracker1=search&fm=Search&iid=24a52f27-f0e2-4332-95ad-c453e3383937.COMH2XBQ9QNGRUQ5.SEARCH&ppt=sp&ppn=sp&ssid=hcpbbp654g0000001744324346576&qH=312f91285e048e09,ASUS,Intel Core i5,16 GB DDR4 RAM,512 GB,SSD,16.0,Windows 11,12th Gen
74990,4.4,https://www.flipkart.com/asus-intel-core-i3-7th-gen-7020u-4-gb-1-tb-hdd-windows-10-home-x540ua-gq682t-laptop/p/itm1047ce62c0eec?pid=COMF9EGSHZG5WXGG&lid=LSTCOMF9EGSHZG5WXGG6UJVFB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_22_526&otracker=search&otracker1=search&fm=Search&iid=24a52f27-f0e2-4332-95ad-c453e3383937.COMF9EGSHZG5WXGG.SEARCH&ppt=sp&ppn=sp&ssid=hcpbbp654g0000001744324346576&qH=312f91285e048e09,ASUS,Intel Core i3,4 GB DDR4 RAM,1 TB,HDD,15.6,Windows 10,7th Gen
53490,3.4,https://www.flipkart.com/acer-alg-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-al15g-52-gaming-laptop/p/itmff0a753f8924d?pid=COMH2TPSHDMYYGYA&lid=LSTCOMH2TPSHDMYYGYAVCIG8J&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_22_527&otracker=search&otracker1=search&fm=Search&iid=24a52f27-f0e2-4332-95ad-c453e3383937.COMH2TPSHDMYYGYA.SEARCH&ppt=sp&ppn=sp&ssid=hcpbbp654g0000001744324346576&qH=312f91285e048e09,Acer,Intel Core i5,16 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,12th Gen
78190,4.3,https://www.flipkart.com/asus-tuf-gaming-a16-advantage-amd-ryzen-7-octa-core-7435hs-16-gb-512-gb-ssd-windows-11-home-8-graphics-amd-radeon-rx-7600s-fa617nsr-rl083w-laptop/p/itmd57ebd13f514f?pid=COMH46GJEGSNGUHY&lid=LSTCOMH46GJEGSNGUHYVZZBVU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_22_528&otracker=search&otracker1=search&fm=Search&iid=24a52f27-f0e2-4332-95ad-c453e3383937.COMH46GJEGSNGUHY.SEARCH&ppt=sp&ppn=sp&ssid=hcpbbp654g0000001744324346576&qH=312f91285e048e09,ASUS,AMD Ryzen 7,16 GB DDR5 RAM,512 GB,SSD,16.0,Windows 11,Not Available
49990,4.3,https://www.flipkart.com/hp-intel-core-i5-13th-gen-1334u-8-gb-512-gb-ssd-windows-11-home-15-fd0220tu-thin-light-laptop/p/itm35a5d83544c54?pid=COMGYHP5ZWHSAGSJ&lid=LSTCOMGYHP5ZWHSAGSJWPOFDI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_23_529&otracker=search&otracker1=search&fm=Search&iid=154a7d1f-047b-47eb-9538-48552576d39a.COMGYHP5ZWHSAGSJ.SEARCH&ppt=sp&ppn=sp&ssid=pb19xbf59s0000001744324347725&qH=312f91285e048e09,HP,Intel Core i5,8 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,13th Gen
34100,4,https://www.flipkart.com/hp-intel-core-5-13th-gen-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-nvidia-rtx-4050-15-fa1278tx-gaming-laptop/p/itm9687851e16cba?pid=COMH2W5KNMZKEPRG&lid=LSTCOMH2W5KNMZKEPRGQBFUSO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_23_530&otracker=search&otracker1=search&fm=Search&iid=154a7d1f-047b-47eb-9538-48552576d39a.COMH2W5KNMZKEPRG.SEARCH&ppt=sp&ppn=sp&ssid=pb19xbf59s0000001744324347725&qH=312f91285e048e09,HP,Intel Core 5,16 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,13th Gen
83990,4.3,https://www.flipkart.com/lenovo-intel-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-83eq005vin-thin-light-laptop/p/itm08ece08ff4d54?pid=COMH7P8QAVVGGMGW&lid=LSTCOMH7P8QAVVGGMGW5F8LUK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_23_531&otracker=search&otracker1=search&fm=Search&iid=154a7d1f-047b-47eb-9538-48552576d39a.COMH7P8QAVVGGMGW.SEARCH&ppt=sp&ppn=sp&ssid=pb19xbf59s0000001744324347725&qH=312f91285e048e09,Lenovo,Intel Core i5,16 GB LPDDR5 RAM,512 GB,SSD,14.0,Windows 11,12th Gen
47990,4.3,https://www.flipkart.com/hp-g-series-intel-core-i3-10th-gen-1005g1-4-gb-512-gb-ssd-windows-10-home-250-g8-thin-light-laptop/p/itm9015dcea94ace?pid=COMG2ZZZ57RSWQUG&lid=LSTCOMG2ZZZ57RSWQUGGP3OSW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_23_532&otracker=search&otracker1=search&fm=Search&iid=154a7d1f-047b-47eb-9538-48552576d39a.COMG2ZZZ57RSWQUG.SEARCH&ppt=sp&ppn=sp&ssid=pb19xbf59s0000001744324347725&qH=312f91285e048e09,HP,Intel Core i3,4 GB DDR4 RAM,512 GB,SSD,15.6,Windows 10,10th Gen
42990,4.2,https://www.flipkart.com/asus-vivobook-s-15-intel-core-i9-13th-gen-13900h-16-gb-512-gb-ssd-windows-11-home-k5504vab-bn417ws-thin-light-laptop/p/itm0eb223e3c7544?pid=COMH3J9YUEFZSCF5&lid=LSTCOMH3J9YUEFZSCF5I3MRSV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_23_533&otracker=search&otracker1=search&fm=Search&iid=154a7d1f-047b-47eb-9538-48552576d39a.COMH3J9YUEFZSCF5.SEARCH&ppt=sp&ppn=sp&ssid=pb19xbf59s0000001744324347725&qH=312f91285e048e09,ASUS,Intel Core i9,16 GB LPDDR5 RAM,512 GB,SSD,15.6,Windows 11,13th Gen
69300,3.6,https://www.flipkart.com/hp-15s-intel-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-15s-fq5202tu-thin-light-laptop/p/itma5bc84556fdc9?pid=COMGRZSHZGDFKXS8&lid=LSTCOMGRZSHZGDFKXS8DRAS8M&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_23_534&otracker=search&otracker1=search&fm=Search&iid=154a7d1f-047b-47eb-9538-48552576d39a.COMGRZSHZGDFKXS8.SEARCH&ppt=sp&ppn=sp&ssid=pb19xbf59s0000001744324347725&qH=312f91285e048e09,HP,Intel Core i5,8 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,12th Gen
37990,4,https://www.flipkart.com/asus-vivobook-15-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-x1502za-ej515ws-thin-light-laptop/p/itm3b11f9400fcd8?pid=COMGZDZSVBBZAK3Z&lid=LSTCOMGZDZSVBBZAK3ZLEAGYH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_23_535&otracker=search&otracker1=search&fm=Search&iid=154a7d1f-047b-47eb-9538-48552576d39a.COMGZDZSVBBZAK3Z.SEARCH&ppt=sp&ppn=sp&ssid=pb19xbf59s0000001744324347725&qH=312f91285e048e09,ASUS,Intel Core i5,8 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,12th Gen
74990,3.8,https://www.flipkart.com/hp-victus-intel-core-i5-12th-gen-12450h-16-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-rtx-2050-50-tgp-15-fa1145tx-gaming-laptop/p/itm236b5aaa84afc?pid=COMGSV4R5DAZYSME&lid=LSTCOMGSV4R5DAZYSMEO2OEVC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_23_536&otracker=search&otracker1=search&fm=Search&iid=154a7d1f-047b-47eb-9538-48552576d39a.COMGSV4R5DAZYSME.SEARCH&ppt=sp&ppn=sp&ssid=pb19xbf59s0000001744324347725&qH=312f91285e048e09,HP,Intel Core i5,16 GB DDR4 RAM,1 TB,SSD,15.6,Windows 11,12th Gen
70990,4.4,https://www.flipkart.com/hp-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-15-fc0155au-thin-light-laptop/p/itmd9ac5762d7458?pid=COMH4N767SJX8MZV&lid=LSTCOMH4N767SJX8MZV5TFKRQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_23_537&otracker=search&otracker1=search&fm=Search&iid=154a7d1f-047b-47eb-9538-48552576d39a.COMH4N767SJX8MZV.SEARCH&ppt=sp&ppn=sp&ssid=pb19xbf59s0000001744324347725&qH=312f91285e048e09,HP,AMD Ryzen 5,8 GB LPDDR5 RAM,512 GB,SSD,15.6,Windows 11,Not Available
29990,4.2,https://www.flipkart.com/infinix-gt-book-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-90-w-gl613-gaming-laptop/p/itmc9e44d5a9f6c4?pid=COMHYS44JZZMNFJX&lid=LSTCOMHYS44JZZMNFJX6WMDMC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_23_538&otracker=search&otracker1=search&fm=Search&iid=154a7d1f-047b-47eb-9538-48552576d39a.COMHYS44JZZMNFJX.SEARCH&ppt=sp&ppn=sp&ssid=pb19xbf59s0000001744324347725&qH=312f91285e048e09,Infinix,Intel Core i5,16 GB LPDDR5X RAM,512 GB,SSD,16.0,Windows 11,13th Gen
60990,4.2,https://www.flipkart.com/hp-victus-15-amd-ryzen-7-octa-core-5800h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15-fb0107ax-gaming-laptop/p/itm236b5aaa84afc?pid=COMGHYYKBZACVTBS&lid=LSTCOMGHYYKBZACVTBSSFACBH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_23_539&otracker=search&otracker1=search&fm=Search&iid=154a7d1f-047b-47eb-9538-48552576d39a.COMGHYYKBZACVTBS.SEARCH&ppt=sp&ppn=sp&ssid=pb19xbf59s0000001744324347725&qH=312f91285e048e09,HP,AMD Ryzen 7,16 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,Not Available
69890,4.3,https://www.flipkart.com/lenovo-amd-ryzen-3-quad-core-7330u-8-gb-512-gb-ssd-windows-11-home-thinkbook-15-g5-thin-light-laptop/p/itm164ec8e5bbb35?pid=COMGYG23H3CRABUT&lid=LSTCOMGYG23H3CRABUTVU8ZQB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_23_540&otracker=search&otracker1=search&fm=Search&iid=154a7d1f-047b-47eb-9538-48552576d39a.COMGYG23H3CRABUT.SEARCH&ppt=sp&ppn=sp&ssid=pb19xbf59s0000001744324347725&qH=312f91285e048e09,Lenovo,AMD Ryzen 3,8 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,Not Available
36990,4.5,https://www.flipkart.com/hp-victus-15-amd-ryzen-5-hexa-core-5600h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15-fb0106ax-15-fb0112ax-gaming-laptop/p/itm236b5aaa84afc?pid=COMGHYYKEHWMVZY7&lid=LSTCOMGHYYKEHWMVZY7Z9C29P&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_23_541&otracker=search&otracker1=search&fm=Search&iid=154a7d1f-047b-47eb-9538-48552576d39a.COMGHYYKEHWMVZY7.SEARCH&ppt=sp&ppn=sp&ssid=pb19xbf59s0000001744324347725&qH=312f91285e048e09,HP,AMD Ryzen 5,16 GB DDR4 RAM,512 GB,SSD,15.3,Windows 11,Not Available
39990,4.3,https://www.flipkart.com/hp-intel-core-ultra-5-125h-16-gb-512-gb-ssd-windows-11-home-14-gr1022tu-thin-light-laptop/p/itm0864cb6a1844f?pid=COMH28U4EWYZWJ45&lid=LSTCOMH28U4EWYZWJ45PUFL6N&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_23_542&otracker=search&otracker1=search&fm=Search&iid=154a7d1f-047b-47eb-9538-48552576d39a.COMH28U4EWYZWJ45.SEARCH&ppt=sp&ppn=sp&ssid=pb19xbf59s0000001744324347725&qH=312f91285e048e09,HP,Intel Core Ultra,16 GB DDR5 RAM,512 GB,SSD,14.0,Windows 11,Not Available
79990,4,https://www.flipkart.com/msi-amd-ryzen-5-hexa-core-7530u-8-gb-512-gb-ssd-windows-11-home-modern-14-c7m-284in-business-laptop/p/itmef8f5c6fd8e76?pid=COMH3YTFKEXTZPA9&lid=LSTCOMH3YTFKEXTZPA980VO3M&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_23_543&otracker=search&otracker1=search&fm=Search&iid=154a7d1f-047b-47eb-9538-48552576d39a.COMH3YTFKEXTZPA9.SEARCH&ppt=sp&ppn=sp&ssid=pb19xbf59s0000001744324347725&qH=312f91285e048e09,MSI,AMD Ryzen 5,8 GB DDR4 RAM,512 GB,SSD,14.0,Windows 11,Not Available
82990,4.6,https://www.flipkart.com/msi-amd-ryzen-5-hexa-core-7530u-16-gb-512-gb-ssd-windows-11-home-modern-14-c7m-283in-business-laptop/p/itmef8f5c6fd8e76?pid=COMH3YTFZZZJJCNU&lid=LSTCOMH3YTFZZZJJCNUFS5LIO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_23_544&otracker=search&otracker1=search&fm=Search&iid=154a7d1f-047b-47eb-9538-48552576d39a.COMH3YTFZZZJJCNU.SEARCH&ppt=sp&ppn=sp&ssid=pb19xbf59s0000001744324347725&qH=312f91285e048e09,MSI,AMD Ryzen 5,16 GB DDR4 RAM,512 GB,SSD,14.0,Windows 11,Not Available
62990,4.2,https://www.flipkart.com/msi-cyborg-15-intel-core-i7-12th-gen-12650h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-144-hz-a12udx-1048in-gaming-laptop/p/itme528726b3eb8b?pid=COMGYSGNJTKQ99SQ&lid=LSTCOMGYSGNJTKQ99SQRBUQ4P&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_23_545&otracker=search&otracker1=search&fm=Search&iid=154a7d1f-047b-47eb-9538-48552576d39a.COMGYSGNJTKQ99SQ.SEARCH&ppt=sp&ppn=sp&ssid=pb19xbf59s0000001744324347725&qH=312f91285e048e09,MSI,Intel Core i7,16 GB DDR5 RAM,512 GB,SSD,15.6,Windows 11,12th Gen
29790,4.1,https://www.flipkart.com/acer-nitro-v-amd-ryzen-7-octa-core-7735hs-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-anv15-41-gaming-laptop/p/itm6491e522f1157?pid=COMGZN7Z7FZFAEZF&lid=LSTCOMGZN7Z7FZFAEZF3UFJ1O&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_23_546&otracker=search&otracker1=search&fm=Search&iid=154a7d1f-047b-47eb-9538-48552576d39a.COMGZN7Z7FZFAEZF.SEARCH&ppt=sp&ppn=sp&ssid=pb19xbf59s0000001744324347725&qH=312f91285e048e09,Acer,AMD Ryzen 7,16 GB DDR5 RAM,512 GB,SSD,15.6,Windows 11,Not Available
36990,4.4,https://www.flipkart.com/hp-victus-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-15-fa1227tx-gaming-laptop/p/itm236b5aaa84afc?pid=COMHY8KVUVGQ5BUQ&lid=LSTCOMHY8KVUVGQ5BUQ0BPY0G&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_23_547&otracker=search&otracker1=search&fm=Search&iid=154a7d1f-047b-47eb-9538-48552576d39a.COMHY8KVUVGQ5BUQ.SEARCH&ppt=sp&ppn=sp&ssid=pb19xbf59s0000001744324347725&qH=312f91285e048e09,HP,Intel Core i5,16 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,12th Gen
33900,3.9,https://www.flipkart.com/hp-15q-amd-apu-dual-core-a9-a9-9420-4-gb-1-tb-hdd-windows-10-home-2-gb-graphics-15q-by002ax-laptop/p/itm9692b0f28769e?pid=COMEX89HUURAHCK9&lid=LSTCOMEX89HUURAHCK9IUINJ7&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_23_548&otracker=search&otracker1=search&fm=Search&iid=154a7d1f-047b-47eb-9538-48552576d39a.COMEX89HUURAHCK9.SEARCH&ppt=sp&ppn=sp&ssid=pb19xbf59s0000001744324347725&qH=312f91285e048e09,HP,AMD APU Dual,4 GB DDR4 RAM,1 TB,HDD,15.6,Windows 10,Not Available
54990,4.2,https://www.flipkart.com/msi-modern-14-amd-ryzen-5-hexa-core-7530u-8-gb-512-gb-ssd-windows-11-home-c7m-063in-thin-light-laptop/p/itm8820edd8b6c55?pid=COMGMV6VHGPAGP55&lid=LSTCOMGMV6VHGPAGP553JIQX6&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_23_549&otracker=search&otracker1=search&fm=Search&iid=154a7d1f-047b-47eb-9538-48552576d39a.COMGMV6VHGPAGP55.SEARCH&ppt=sp&ppn=sp&ssid=pb19xbf59s0000001744324347725&qH=312f91285e048e09,MSI,AMD Ryzen 5,8 GB DDR4 RAM,512 GB,SSD,14.0,Windows 11,Not Available
38999,4.2,https://www.flipkart.com/hp-15s-intel-core-i3-11th-gen-i3-1115g4-8-gb-512-gb-ssd-windows-11-home-15s-fq2674tu-thin-light-laptop/p/itm94b8bbcdcfe17?pid=COMGY4SDDYE3AAMM&lid=LSTCOMGY4SDDYE3AAMMWY8XBN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_23_550&otracker=search&otracker1=search&fm=Search&iid=154a7d1f-047b-47eb-9538-48552576d39a.COMGY4SDDYE3AAMM.SEARCH&ppt=sp&ppn=sp&ssid=pb19xbf59s0000001744324347725&qH=312f91285e048e09,HP,Intel Core i3,8 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,11th Gen
45199,4.4,https://www.flipkart.com/hp-mso-2024-intel-core-i5-13th-gen-1334u-16-gb-512-gb-ssd-windows-11-home-fd0467tu-thin-light-laptop/p/itmc8ca0b60f166f?pid=COMH8QXWHJRQKR6P&lid=LSTCOMH8QXWHJRQKR6PRNKDP0&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_23_551&otracker=search&otracker1=search&fm=Search&iid=154a7d1f-047b-47eb-9538-48552576d39a.COMH8QXWHJRQKR6P.SEARCH&ppt=sp&ppn=sp&ssid=pb19xbf59s0000001744324347725&qH=312f91285e048e09,HP,Intel Core i5,16 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,13th Gen
15890,4.4,https://www.flipkart.com/asus-intel-core-i5-8th-gen-8250u-8-gb-1-tb-hdd-windows-10-home-x540ua-dm995t-laptop/p/itm33ce88db15d7b?pid=COMFBHKVUMBSZYCE&lid=LSTCOMFBHKVUMBSZYCENCC7UQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_23_552&otracker=search&otracker1=search&fm=Search&iid=154a7d1f-047b-47eb-9538-48552576d39a.COMFBHKVUMBSZYCE.SEARCH&ppt=sp&ppn=sp&ssid=pb19xbf59s0000001744324347725&qH=312f91285e048e09,ASUS,Intel Core i5,8 GB DDR4 RAM,1 TB,HDD,15.6,Windows 10,8th Gen
47990,4.3,https://www.flipkart.com/lenovo-amd-ryzen-7-octa-core-7730u-16-gb-512-gb-ssd-windows-11-home-v15-g4-thin-light-laptop/p/itm0ed77e73122ed?pid=COMHFEJKB4ENJGYN&lid=LSTCOMHFEJKB4ENJGYNZH2HAA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_553&otracker=search&otracker1=search&fm=Search&iid=ec36aaac-ace8-4578-9d97-084fcc45ab7a.COMHFEJKB4ENJGYN.SEARCH&ppt=sp&ppn=sp&ssid=s3sswkil0g0000001744324349243&qH=312f91285e048e09,Lenovo,AMD Ryzen 7,16 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,Not Available
